product_ordered,organizationId,min_price,max_price,frequency,25_groups,35_groups,40_groups
DISINFECTANT DEODORISER,nXTYOtjf2TXAXtdcbCwZ,50.0,50.0,147,14,6,15
KT KITCHEN OZUKI BAG,nXTYOtjf2TXAXtdcbCwZ,19.0,19.0,142,14,0,30
MS LID,nXTYOtjf2TXAXtdcbCwZ,1.9,2.5,126,14,6,15
MS LID,f8228d4f-2422-4128-9991-f585d1feb5b9,0.024,30.0,1480,14,6,15
JUMBO ROLL TISSUE,nXTYOtjf2TXAXtdcbCwZ,24.0,24.0,114,14,6,1
INTER FOLD TISSUE,nXTYOtjf2TXAXtdcbCwZ,22.0,22.0,109,14,6,15
MIGHTY DRINK TRAY BROWN,nXTYOtjf2TXAXtdcbCwZ,25.5,26.5,105,14,6,16
ANOTHER ONE KEYKEG,nXTYOtjf2TXAXtdcbCwZ,200.0,310.0,102,14,6,15
FORK PLASTIC WHITE MIN,nXTYOtjf2TXAXtdcbCwZ,3.5,3.5,96,22,10,16
JPGPB NO KRAFT PAPER BAG WITH TWISTED HANDLE,nXTYOtjf2TXAXtdcbCwZ,0.28,0.28,82,14,0,14
LID,nXTYOtjf2TXAXtdcbCwZ,1.9,2.5,77,14,6,15
LIQUID BLEACH,nXTYOtjf2TXAXtdcbCwZ,34.0,34.0,76,14,6,15
GLOVE HAGEN BLUE VINYL PFR EE,nXTYOtjf2TXAXtdcbCwZ,7.0,7.0,74,14,6,15
BAG SINGLET HDPE TRANSL,nXTYOtjf2TXAXtdcbCwZ,0.6,2.6,70,14,0,30
TOMATO CHERRY RED,TCNs6ubTKBzMTsSdTGOe,3.9,6.0,149,5,31,20
TOMATO CHERRY RED,Y7UmL0O87UJXe0mlOJ2h,3.5,12.5,274,5,31,20
TOMATO CHERRY RED,dbe4c2f9-e1ef-48be-a479-ad9972aa76f2,3.8,4.4,236,5,31,20
TOMATO CHERRY RED,tFwVht0zVlzfYANIVoKb,3.9,4.4,676,5,31,20
TOMATO CHERRY RED,okOUrWpfJfQd7TmkFSvK,3.5,6.0,381,5,31,20
HERB DILL,TCNs6ubTKBzMTsSdTGOe,1.8,2.0,145,17,20,15
HERB DILL,b22762c4-577c-4195-9c19-367b566625c4,1.8,2.0,127,17,20,15
HERB DILL,SARNIES,2.0,2.0,315,17,20,15
HERB DILL,BURNTENDS,1.8,2.0,736,17,20,15
POTATO SEBAGO,TCNs6ubTKBzMTsSdTGOe,4.5,4.5,112,21,23,33
POTATO SEBAGO,3l2ChN6QwY5x8JTRJajV,3.5,4.5,412,21,23,33
FRESH SALMON CUT,ayl2U2BJHwSqYtGtKJqk,28.0,31.0,266,6,5,10
KING OYSTER MUSHROOM,ayl2U2BJHwSqYtGtKJqk,1.2,1.2,104,11,30,21
MA SUSHI EBI,ayl2U2BJHwSqYtGtKJqk,6.0,6.0,93,14,6,15
Japanese Cucumber,ayl2U2BJHwSqYtGtKJqk,2.0,3.0,92,14,6,31
TUNA SAKU,ayl2U2BJHwSqYtGtKJqk,21.0,21.0,84,14,6,15
KANEFUKU MENTAIKO,ayl2U2BJHwSqYtGtKJqk,15.5,18.0,76,14,6,15
HOTATE KAIBASHIRA,ayl2U2BJHwSqYtGtKJqk,43.0,43.0,74,14,6,15
COOKED IBERICO BARRIGUELLA CHAR SI,ayl2U2BJHwSqYtGtKJqk,21.0,21.0,74,14,6,0
NIIGATA YUKINKOMAI RICE NON RETAIL NIIGATA YUKINKOMAI WHITENONRETAIL,ayl2U2BJHwSqYtGtKJqk,17.5,17.5,68,14,6,15
SHIBAZUKE,ayl2U2BJHwSqYtGtKJqk,14.7,14.7,65,14,6,15
TOBIKO,ayl2U2BJHwSqYtGtKJqk,18.5,19.5,65,14,6,15
CP CRISPY CHK WKOREN HOTSPICY SAUCE,ayl2U2BJHwSqYtGtKJqk,5.1,102.0,62,13,8,23
WAA COW BEEF,ayl2U2BJHwSqYtGtKJqk,30.0,30.0,61,9,3,34
IKURA,ayl2U2BJHwSqYtGtKJqk,105.0,105.0,57,14,6,15
JLHS OPS LID FOR KRAFT SALAD BOWL,ayl2U2BJHwSqYtGtKJqk,0.08,0.08,56,14,0,14
JPCKSHS KRAFT SALAD BOWL,ayl2U2BJHwSqYtGtKJqk,0.23,0.23,54,14,0,14
JPRCF REYNOLDS CLING FILM,ayl2U2BJHwSqYtGtKJqk,15.0,16.2,51,14,6,15
FRZ DUCK LIVER SLICES GRADE HUNGARIAN HERITAGE,ayl2U2BJHwSqYtGtKJqk,58.0,62.5,50,14,6,15
CLEAR CUT ICE CM,ezhwwSmXIE1jeZlmtHDa,0.5,4.0,253,4,6,9
CLEAR CUT ICE CM,rbpANC1F0I1GVQI75juA,0.35,2.0,431,4,6,9
CLEAR CUT ICE CM,DTE3NjLMc3M5n5h6RcJ8,0.35,2.0,761,4,6,9
CLEAR CUT ICE CM,QBlfKe1hMKQYUV5uBDuu,0.35,0.6,1473,4,6,9
LIME,ezhwwSmXIE1jeZlmtHDa,3.4,3.4,151,16,34,15
LIME,rbpANC1F0I1GVQI75juA,3.4,3.4,244,16,34,15
LIME,OjKlvfiNMdOMarxa4K8T,0.54,5.0,225,16,34,15
LIME,QBlfKe1hMKQYUV5uBDuu,3.4,3.4,172,16,34,15
BASIL,ezhwwSmXIE1jeZlmtHDa,2.5,3.5,118,14,6,28
BASIL,DTE3NjLMc3M5n5h6RcJ8,2.0,3.0,253,14,6,28
TIGER PRAWNS,ezhwwSmXIE1jeZlmtHDa,24.0,46.0,109,14,6,0
ORANGE_,ezhwwSmXIE1jeZlmtHDa,2.5,2.5,102,14,6,15
PARSLEY ITALIAN,ezhwwSmXIE1jeZlmtHDa,2.0,2.0,102,14,26,15
ONION SPANISH RED,ezhwwSmXIE1jeZlmtHDa,4.4,4.4,96,22,4,4
ONION LARGE WHITEYELLOW,ezhwwSmXIE1jeZlmtHDa,1.5,2.0,87,22,2,4
MUSSELS,ezhwwSmXIE1jeZlmtHDa,8.0,8.0,85,14,6,15
HAVANA CLUB RUM,ezhwwSmXIE1jeZlmtHDa,38.0,115.0,79,14,6,15
FIREWOOD,ezhwwSmXIE1jeZlmtHDa,28.0,28.0,81,14,6,15
SHALLOT BANANA,ezhwwSmXIE1jeZlmtHDa,10.5,11.5,79,14,6,15
SODA,ezhwwSmXIE1jeZlmtHDa,17.0,18.0,78,14,6,15
SODA,rbpANC1F0I1GVQI75juA,17.0,18.0,209,14,6,15
SODA,DTE3NjLMc3M5n5h6RcJ8,17.0,18.0,203,14,6,15
SODA,QBlfKe1hMKQYUV5uBDuu,17.0,18.0,195,14,6,15
LIVE MANGROVE CRAB TO,ezhwwSmXIE1jeZlmtHDa,29.0,31.0,77,14,6,38
CHINESE BREAKFAST,nsktAYJt6SCG2eThiqOc,3.0,3.0,251,14,33,5
CHINESE DINNER,nsktAYJt6SCG2eThiqOc,3.75,3.75,194,14,33,5
CHINESE LUNCH,nsktAYJt6SCG2eThiqOc,3.75,3.75,194,14,33,5
MALAY DINNER,nsktAYJt6SCG2eThiqOc,3.75,3.75,120,14,33,27
INDIAN BREAKFAST,nsktAYJt6SCG2eThiqOc,3.0,3.0,109,14,33,27
APPLE FUJI CHINA COUNT,nsktAYJt6SCG2eThiqOc,0.6,45.0,32,14,6,15
MIXED VEG CALIFORNIA,nsktAYJt6SCG2eThiqOc,1.95,1.95,19,14,6,15
BARN LAID EGGS BARN LAID EGGS,b22762c4-577c-4195-9c19-367b566625c4,12.9,15.0,136,14,6,15
FAGE TOTAL YOGHURT,b22762c4-577c-4195-9c19-367b566625c4,18.0,18.5,131,14,6,15
FENNEL,b22762c4-577c-4195-9c19-367b566625c4,7.0,9.5,130,14,6,15
FENNEL,BURNTENDS,7.8,12.0,468,14,6,15
LEMONGRASS,COQNBALLS,2.5,3.9,112,14,6,15
LEMONGRASS,tFwVht0zVlzfYANIVoKb,2.8,3.9,592,14,6,15
ONION PURPLE SPANISH,COQNBALLS,4.2,4.9,91,22,2,4
ONION PURPLE SPANISH,x9bviQCfs5FSKkJJPnFj,4.2,5.0,266,22,2,4
CONNORS STOUT,COQNBALLS,103.0,115.0,89,14,6,15
LAMBS STEALTH FRIES SHOESTRING,COQNBALLS,6.8,7.5,82,8,14,19
NF SPEEDY DISHWASHING LIQUID,COQNBALLS,4.8,4.8,78,14,6,15
SKYY VODKA,COQNBALLS,37.0,38.0,76,14,6,15
KRONENBOURG BLANC,COQNBALLS,254.5,278.0,75,14,6,15
KANG KONG,COQNBALLS,2.0,4.5,75,14,6,15
KANG KONG,OjKlvfiNMdOMarxa4K8T,2.0,4.5,326,14,6,15
GORDON GIN,COQNBALLS,35.0,35.0,74,14,6,15
CHICKEN BONELESS LEG UP,COQNBALLS,3.0,5.2,74,19,29,24
kg,B7MPogTNS5zLZ4vP60Av,0.45,7.0,302,14,6,15
LIVE INDONESIA MUD CRAB,B7MPogTNS5zLZ4vP60Av,23.0,45.0,163,14,6,38
CRABS,B7MPogTNS5zLZ4vP60Av,15.0,42.0,149,0,6,15
XXL,B7MPogTNS5zLZ4vP60Av,37.0,55.0,148,0,6,15
HUA TIAO CHIEW HUIHE,B7MPogTNS5zLZ4vP60Av,1.1,1.3,107,14,6,15
XXL CRABS,B7MPogTNS5zLZ4vP60Av,39.0,45.0,106,0,6,15
VANNAMEI SHRIMPS PD,B7MPogTNS5zLZ4vP60Av,6.0,10.5,105,14,6,0
LIVE SCALE,B7MPogTNS5zLZ4vP60Av,25.0,32.0,101,14,6,11
FRZ LIVE COOKED TIGER PRAWN HOSO,B7MPogTNS5zLZ4vP60Av,12.0,14.5,99,14,6,0
SOON HOCK,B7MPogTNS5zLZ4vP60Av,11.0,38.0,98,14,6,15
LIVE MUD CRABS,B7MPogTNS5zLZ4vP60Av,25.0,40.0,98,0,6,11
SEA BASS,B7MPogTNS5zLZ4vP60Av,7.8,27.0,96,14,6,15
YELLOW NOODLES,B7MPogTNS5zLZ4vP60Av,3.6,4.2,89,14,12,15
YELLOW NOODLES,5OXHdY3rIDrU6Gimqvjl,3.6,4.2,58,14,12,15
YELLOW NOODLES,m3FCjwBwqzZve4VCXjQn,3.9,4.9,191,14,12,15
OTHER MANTOU,B7MPogTNS5zLZ4vP60Av,1.2,1.2,88,14,6,15
ROCK SUGAR NORMAL,B7MPogTNS5zLZ4vP60Av,5.0,5.6,87,18,15,8
WINE RICE SPECIAL ALH,B7MPogTNS5zLZ4vP60Av,2.3,2.3,84,14,6,15
COMMISSION,6hReMbtRVHmsFmp3Sy5r,4.2,112.61,307,14,6,15
MUSHROOM HONSHIMEIJI WHITE,6hReMbtRVHmsFmp3Sy5r,1.55,1.55,131,11,10,21
SQUID TUBE IQF,6hReMbtRVHmsFmp3Sy5r,6.0,6.0,129,14,6,15
MIZUNA,6hReMbtRVHmsFmp3Sy5r,7.0,8.0,129,14,6,15
ROCKET,6hReMbtRVHmsFmp3Sy5r,7.0,25.5,128,14,6,15
WISPY,6hReMbtRVHmsFmp3Sy5r,7.0,8.0,121,14,6,15
BEET,6hReMbtRVHmsFmp3Sy5r,7.0,8.0,117,14,6,15
MUSHROOM OYSTER,6hReMbtRVHmsFmp3Sy5r,6.5,6.8,111,11,30,21
ASIAN DRESSING,3JgfXd0ZmpKaIHFIOKwi,13.3,13.7,264,14,6,25
ASIAN DRESSING,zxi6JMIx4lraztwzQB3Y,13.1,13.7,258,14,6,25
ASIAN DRESSING,drkMZqX0pcuEgyAuEeJz,13.3,13.7,202,14,6,25
SPINACH CHEESE PATTY,3JgfXd0ZmpKaIHFIOKwi,73.5,84.0,225,13,6,5
SPINACH CHEESE PATTY,zxi6JMIx4lraztwzQB3Y,73.5,84.0,209,13,6,5
ONION RED PEELED,3JgfXd0ZmpKaIHFIOKwi,2.4,2.8,224,1,2,4
ONION RED PEELED,zxi6JMIx4lraztwzQB3Y,2.4,2.8,233,1,2,4
ONION RED PEELED,drkMZqX0pcuEgyAuEeJz,2.4,2.8,204,1,2,4
QB FOOD SHAVED PARMESAN CHEESE,3JgfXd0ZmpKaIHFIOKwi,19.0,19.0,206,13,6,15
WALNUT PATTY,3JgfXd0ZmpKaIHFIOKwi,79.8,90.3,203,14,6,15
OLIVE PATTY,3JgfXd0ZmpKaIHFIOKwi,73.5,84.0,200,14,6,15
SEED MIX,3JgfXd0ZmpKaIHFIOKwi,8.95,9.25,198,14,9,15
SEED MIX,zxi6JMIx4lraztwzQB3Y,8.95,9.25,201,14,9,15
LETTUCE,hJtX5oWjVTQAWpJ4gMZ5,3.5047,6.5,169,23,11,22
TATER TOTS,hJtX5oWjVTQAWpJ4gMZ5,49.0,51.0,156,14,6,15
BUTTER UNSALTED WESTGOLD NZL HALAL,hJtX5oWjVTQAWpJ4gMZ5,2.8,10.0,110,14,5,1
CIABATTA,hJtX5oWjVTQAWpJ4gMZ5,0.8,1.2,92,14,26,15
KOHLRABI,hJtX5oWjVTQAWpJ4gMZ5,8.0,11.4019,89,14,6,15
MUSHROOM,hJtX5oWjVTQAWpJ4gMZ5,0.65,12.0,87,11,30,21
MUSHROOM,0sBibqOyTiY2TMwvultj,1.0,1.0,559,11,30,21
RICOTTA TUB PUGLIESE,hJtX5oWjVTQAWpJ4gMZ5,33.6,33.6,86,14,6,15
LRN FZ ORIGINAL DARK RYE SOUR DOUGH BREADLONG,hJtX5oWjVTQAWpJ4gMZ5,26.0,33.0,44,3,32,36
CARNE MEATS CHICKEN CHIPOLATA COARSE,hJtX5oWjVTQAWpJ4gMZ5,14.0,14.5,83,19,29,17
UHT FULL CREAM MILK CANDIA FRA HALAL,hJtX5oWjVTQAWpJ4gMZ5,1.5,1.5,78,14,6,39
COLOURED BURGER SLICES CHEDDAR BEGA AUS,hJtX5oWjVTQAWpJ4gMZ5,11.0,11.0,73,14,24,15
COUNTRY SLICED,hJtX5oWjVTQAWpJ4gMZ5,18.0,18.0,73,14,32,15
MUSHROOM KING OYSTER,hJtX5oWjVTQAWpJ4gMZ5,2.0,2.0,68,11,30,21
BATTERED ONION RINGS,zxi6JMIx4lraztwzQB3Y,30.0,35.0,250,22,2,4
LAMBS SWEET POTATO PLATTER FRIES LB,zxi6JMIx4lraztwzQB3Y,37.0,56.0,233,24,14,19
FZ FULLY COOKED CHICKEN WINGSTICK CRISPY,zxi6JMIx4lraztwzQB3Y,8.5,9.0,211,19,29,0
FZ FULLY COOKED CHICKEN WINGSTICK CRISPY,drkMZqX0pcuEgyAuEeJz,8.5,9.0,247,19,29,0
HML COOKED BACON SLICES,zxi6JMIx4lraztwzQB3Y,84.0,119.0,200,14,27,0
SOTONG PORTION,5OXHdY3rIDrU6Gimqvjl,19.5,19.5,355,14,6,15
CRAB,5OXHdY3rIDrU6Gimqvjl,24.0,38.0,121,14,6,38
CHICKEN SEASONING POWDER KNORR,5OXHdY3rIDrU6Gimqvjl,23.2,24.5,86,19,25,17
TOMAN SLICES,5OXHdY3rIDrU6Gimqvjl,14.0,14.0,75,14,6,15
SAUCE SHRIMP YANKEE,5OXHdY3rIDrU6Gimqvjl,3.45,4.5,72,13,8,23
FLOUR TAPIOCA FLYINGMAN,5OXHdY3rIDrU6Gimqvjl,0.65,0.7,71,14,17,15
CALAMARI RING,5OXHdY3rIDrU6Gimqvjl,19.5,19.5,70,14,6,15
SOTONG PASTE,5OXHdY3rIDrU6Gimqvjl,7.8,7.8,65,14,6,15
Cooked Prawn PDTO,5OXHdY3rIDrU6Gimqvjl,18.8,23.5,64,14,6,0
TAI LOK MEE,5OXHdY3rIDrU6Gimqvjl,2.0,2.25,62,14,6,15
SAUCE OYSTER LKKPANDA,5OXHdY3rIDrU6Gimqvjl,3.3,7.2,54,13,8,23
PINK DORY FILLET UP,d7SEd3s5IO8OFTGbhm3U,4.09,24.5,294,6,5,15
FISH BONE CLEANED,d7SEd3s5IO8OFTGbhm3U,3.0,3.0,241,14,7,15
LAMBS SWEET POTATO PLATTER FRIES,drkMZqX0pcuEgyAuEeJz,37.0,56.0,235,24,14,19
LETTUCE GREEN CORAL WASHED,drkMZqX0pcuEgyAuEeJz,6.5,8.7,216,23,11,22
MAKERS MARK BOURBON,rbpANC1F0I1GVQI75juA,45.0,89.0,234,14,6,15
GRAPEFRUIT,rbpANC1F0I1GVQI75juA,3.3,3.3,203,14,6,15
GRAPEFRUIT,DTE3NjLMc3M5n5h6RcJ8,2.5,3.4,197,14,6,15
GRAPEFRUIT,bgvfuSmTFDXTyUDoN0qp,0.8,1.2,338,14,6,15
GRAPEFRUIT,QBlfKe1hMKQYUV5uBDuu,2.5,3.8,175,14,6,15
SUNTORY ROKU GIN SEL ED,rbpANC1F0I1GVQI75juA,54.0,54.0,116,14,6,15
SUNTORY ROKU GIN SEL ED,QBlfKe1hMKQYUV5uBDuu,54.0,84.0,169,14,6,15
CAMPARI BITTER,rbpANC1F0I1GVQI75juA,35.0,35.0,133,14,6,15
CLEAR CUT ICE,rbpANC1F0I1GVQI75juA,0.35,0.6,125,4,6,9
CLEAR CUT ICE,tMffMi0bBNVlzTLTBHiL,0.4,0.6,543,4,6,9
CLEAR CUT ICE,DTE3NjLMc3M5n5h6RcJ8,0.35,3.5,307,4,6,9
CLEAR CUT ICE,BURNTENDS,0.45,0.45,578,4,6,9
CLEAR CUT ICE,QBlfKe1hMKQYUV5uBDuu,0.35,3.5,627,4,6,9
CINZANO ROSSO VERMOUTH,rbpANC1F0I1GVQI75juA,21.0,21.0,119,14,6,15
CLEAR CUT ICE CM UNIT,rbpANC1F0I1GVQI75juA,2.0,2.0,112,4,6,9
BOTANIST ISLAY DRY GIN,rbpANC1F0I1GVQI75juA,56.5,56.5,109,14,6,15
GREEN GRAPE,rbpANC1F0I1GVQI75juA,16.0,16.0,103,20,19,3
ANDREOLA PROSECCO DOC VERV BRUT,rbpANC1F0I1GVQI75juA,23.0,23.0,99,14,6,15
MONKEY DRY GIN,rbpANC1F0I1GVQI75juA,63.0,68.0,91,14,6,15
PEPPER,Wwim9VraEE3QYKUVtF4V,3.3,6.5,435,14,21,15
PEPPER,m3FCjwBwqzZve4VCXjQn,3.3,10.0,782,14,21,15
SESAME BALL,Wwim9VraEE3QYKUVtF4V,0.49,0.54,250,14,6,15
SESAME BALL,yoUph1C3AlRZyqM5TIte,0.44,0.62,2293,14,6,15
WATERMELON,Wwim9VraEE3QYKUVtF4V,0.95,1.63,226,14,6,15
WATERMELON,tMffMi0bBNVlzTLTBHiL,1.65,1.9,423,14,6,15
WATERMELON,Y7UmL0O87UJXe0mlOJ2h,1.5,11.0,346,14,6,15
PAPAYA KL,Wwim9VraEE3QYKUVtF4V,1.35,1.85,218,14,6,15
HONEY PINEAPPLE,Wwim9VraEE3QYKUVtF4V,1.3,1.65,210,14,1,25
PRATA,Wwim9VraEE3QYKUVtF4V,0.25,0.3,208,14,6,15
LETTUCE IMPORTEDICEBERG,Wwim9VraEE3QYKUVtF4V,2.4,3.0,206,23,11,22
LETTUCE IMPORTEDICEBERG,m3FCjwBwqzZve4VCXjQn,2.4,3.0,193,23,11,22
HONEYDEWMELON,Wwim9VraEE3QYKUVtF4V,1.35,2.15,204,14,6,15
CABBAGE PEELED,Wwim9VraEE3QYKUVtF4V,1.15,1.4,198,1,28,12
CABBAGE PEELED,m3FCjwBwqzZve4VCXjQn,1.15,1.4,363,1,28,12
VADAI,Wwim9VraEE3QYKUVtF4V,0.3,0.3,198,14,6,15
MAS VADAI,Wwim9VraEE3QYKUVtF4V,0.3,0.3,192,14,6,15
CURRY PUFF POTATO,Wwim9VraEE3QYKUVtF4V,0.25,0.3,188,21,23,33
CURRY PUFF SARDINE,Wwim9VraEE3QYKUVtF4V,0.25,0.3,183,14,6,15
SAMOSA LARGE,Wwim9VraEE3QYKUVtF4V,0.6,0.65,179,14,6,15
CROISSANT,SARNIES,1.5,1.5,428,14,6,15
PAIN AU CHOC,SARNIES,1.9,1.9,336,14,6,15
AVOCADO RIPE,SARNIES,1.65,1.65,271,14,6,15
SOURDOUGH COUNTRY,SARNIES,11.5,11.5,252,14,32,15
SOURDOUGH COUNTRY,WILDHONEY,8.5,8.5,784,14,32,15
BRUSSELS SPROUT,3l2ChN6QwY5x8JTRJajV,8.5,12.9,349,14,13,15
GELATO,3l2ChN6QwY5x8JTRJajV,32.5,42.0,347,14,6,15
GOOSEBERRY,3l2ChN6QwY5x8JTRJajV,2.4,3.5,276,14,6,15
SAPORI ANTICA MURGIA BURRATA CHEESE,3l2ChN6QwY5x8JTRJajV,10.0,13.5,257,13,6,15
EFY FEGGS,CELESTIALGOURMET,4.5327,7.45,465,14,6,15
FRESH SALMON,CELESTIALGOURMET,12.7,28.0,318,6,5,10
FORTUNE SILKEN TOFU,CELESTIALGOURMET,0.6542,0.95,281,14,6,15
VNM SMALL RCHILLI,CELESTIALGOURMET,0.8411,1.3551,267,14,6,15
PORK BELLY SKINLESS,CELESTIALGOURMET,8.3,9.4,256,14,27,15
MYS YK SPRING ONION,CELESTIALGOURMET,1.1214,4.2056,241,22,2,4
CHN PGARLIC CLOVE,CELESTIALGOURMET,2.9629,3.8318,216,14,6,15
MYS YK SWEET CORN,CELESTIALGOURMET,0.9252,1.4187,216,7,14,7
PORK BACON STREAKY,CELESTIALGOURMET,11.5,11.5,180,14,27,15
ASARI CLAMS,CELESTIALGOURMET,3.0,3.0,152,14,6,15
NAMEKO PEARL MUSHROOM,CELESTIALGOURMET,2.6,2.6,152,11,30,21
OLD GINGER,CELESTIALGOURMET,0.514,7.0467,149,14,6,15
DSC CQUAIL EGGS,CELESTIALGOURMET,1.9626,2.2897,146,14,6,15
GOLDEN MUSHROOM,CELESTIALGOURMET,0.6,0.6,139,11,30,21
WHITE RADDISH,CELESTIALGOURMET,1.5421,2.6168,138,22,10,8
VP BIG BEANCURD,NxeESPTqOm4BzdioOHNN,2.8,2.8,469,14,6,15
FRESH HARD BOILED EGG,NxeESPTqOm4BzdioOHNN,9.6,12.69,445,2,6,10
GREEN PACKAGING LONTONG,NxeESPTqOm4BzdioOHNN,2.0,2.6,429,20,19,3
TEMPEH,NxeESPTqOm4BzdioOHNN,0.38,0.38,393,14,6,15
PROCESSED CABBAGE ROUND,NxeESPTqOm4BzdioOHNN,1.3084,1.5,310,14,28,12
PROCESSED RED CHILI,NxeESPTqOm4BzdioOHNN,5.0467,7.0,275,14,4,20
LONG BEAN CUT,NxeESPTqOm4BzdioOHNN,2.3,4.5,265,8,16,37
CABBAGE ROUND CUT,NxeESPTqOm4BzdioOHNN,1.3,1.3,262,8,28,12
BRINJAL LONG CUT,NxeESPTqOm4BzdioOHNN,2.0,4.2,260,8,16,37
CARROT SHRED,NxeESPTqOm4BzdioOHNN,1.4,1.5,254,15,6,32
PROCESSED YELLOW ONION,NxeESPTqOm4BzdioOHNN,1.3084,1.5,245,22,2,4
HALAL CHIX CUT INTO PIECES,NxeESPTqOm4BzdioOHNN,4.1,5.2,244,8,5,2
PROCESSED GREEN CHILI,NxeESPTqOm4BzdioOHNN,3.5514,6.0,238,20,19,3
ONION SLICE CUT,NxeESPTqOm4BzdioOHNN,1.8,2.0,236,22,2,4
HALAL LOCAL CHICKEN WHOLE LEG,NxeESPTqOm4BzdioOHNN,5.2,6.7,225,19,29,2
BAYAM CUT,NxeESPTqOm4BzdioOHNN,1.9,3.8,221,8,6,15
BROWN EGGS,NxeESPTqOm4BzdioOHNN,0.15,0.2467,216,14,6,15
BROWN EGGS,Nq0MaGT0ku8KDsCkSKc3,0.145,0.27,423,14,6,15
BROWN EGGS,mbqvoTlZSi1aN0wjFDGn,0.145,0.27,528,14,6,15
CHILI GREEN CUT,NxeESPTqOm4BzdioOHNN,5.0,7.0,216,20,19,3
PARI,NxeESPTqOm4BzdioOHNN,8.0,9.0,213,14,6,15
HOT BASIL,OjKlvfiNMdOMarxa4K8T,0.6,7.0,280,14,6,28
MANGO,OjKlvfiNMdOMarxa4K8T,1.6667,30.0,270,14,6,15
SWEET BASIL,OjKlvfiNMdOMarxa4K8T,6.0,8.0,265,24,14,28
RED CHILLI,OjKlvfiNMdOMarxa4K8T,5.0,9.0,261,14,4,20
LONG BEAN,OjKlvfiNMdOMarxa4K8T,2.9,5.5,257,14,16,37
THAI EGG PLANT,OjKlvfiNMdOMarxa4K8T,3.0,4.0,234,2,6,17
YOUNG CORN,OjKlvfiNMdOMarxa4K8T,0.666,8.0,232,7,22,7
KOO CHYE,OjKlvfiNMdOMarxa4K8T,1.25,8.0,227,14,6,15
SPRING ROLL BOXES,OjKlvfiNMdOMarxa4K8T,8.5,11.0,226,14,6,1
THAI TIPAROS FISH SAUCE,OjKlvfiNMdOMarxa4K8T,1.8,1.8,223,13,7,23
SWEET PEA,x9bviQCfs5FSKkJJPnFj,7.5,9.6,356,24,14,15
CRESS GHOACORRIANDER,x9bviQCfs5FSKkJJPnFj,2.5,2.5,298,14,6,15
CRESS SHISO GREEN,x9bviQCfs5FSKkJJPnFj,1.9,2.5,291,20,19,3
EGGPLANT LOCAL,x9bviQCfs5FSKkJJPnFj,2.85,4.8,290,14,18,2
HERB TARRAGON,x9bviQCfs5FSKkJJPnFj,2.0,2.0,278,17,20,15
SMALL PULLET,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,4.1,5.4,297,14,6,15
CHILEAN SEABASS WHOLE HEADLESS GUTTED,4b6e7dcd-cab1-45c8-a19d-9ea1b851e0bc,49.0,53.0,294,10,22,15
SHORT NECK CLAM,tMffMi0bBNVlzTLTBHiL,5.5,6.5,513,14,6,11
WHITE FIN PRAWN,tMffMi0bBNVlzTLTBHiL,16.5,16.5,429,22,10,0
ITALIAN FLAT PARSLEY,tMffMi0bBNVlzTLTBHiL,2.0,2.5,341,14,26,15
SPEARMINT,tMffMi0bBNVlzTLTBHiL,2.5,3.3,289,14,6,15
ADDITIONAL SLICING SERVICE,tMffMi0bBNVlzTLTBHiL,0.5,0.5,278,14,6,15
RYE SOURDOUGH REGULAR SLICED,tMffMi0bBNVlzTLTBHiL,8.5,8.9,272,14,32,36
GREEN EYE,tMffMi0bBNVlzTLTBHiL,16.0,16.0,250,20,19,3
CUCUMBERJAPANESE,tMffMi0bBNVlzTLTBHiL,2.8,3.6,233,14,6,15
LEMON YELLOW_,tMffMi0bBNVlzTLTBHiL,0.5,0.55,229,14,12,6
ITALIAN CIABATTA,tMffMi0bBNVlzTLTBHiL,13.0,13.6,223,14,26,15
CAPSICUMPEPPER RED,tMffMi0bBNVlzTLTBHiL,4.5,9.0,205,14,4,20
HOKKAIDO SCALLOP,tMffMi0bBNVlzTLTBHiL,34.0,34.0,202,14,6,15
MANGO GREEN,Y7UmL0O87UJXe0mlOJ2h,2.8,4.5,454,20,19,3
GINGER YOUNG,Y7UmL0O87UJXe0mlOJ2h,4.0,6.5,391,14,22,15
FRESH CHICKEN WHOLE LEG BONELESS SKINLESS,Y7UmL0O87UJXe0mlOJ2h,7.0,8.0,332,19,29,24
WING BEAN,Y7UmL0O87UJXe0mlOJ2h,5.0,8.0,302,14,16,37
CUCUMBER LOCAL,Y7UmL0O87UJXe0mlOJ2h,1.1,2.0,288,14,18,31
KARA COCONUT CREAM,Y7UmL0O87UJXe0mlOJ2h,3.75,3.8,277,14,6,39
HANAHOJISO,2SBVln3dsn5IX35mnJvy,6.4,12.0,361,14,6,15
NO SUPERIOR OSCIETRA,2SBVln3dsn5IX35mnJvy,35.0,232.26,288,14,6,15
PAMPLIE UNSALTED BUTTER MOTTE AOP FROZEN,2SBVln3dsn5IX35mnJvy,25.0,39.0,280,14,6,1
BABY TUBE ICE,A9KBK7FuOowtwmzRlqHn,2.0,3.0,510,4,6,9
SLIPPER LOBSTER,A9KBK7FuOowtwmzRlqHn,4.5,11.8,324,14,6,15
FROZEN GONG GONG,A9KBK7FuOowtwmzRlqHn,5.3,6.5,224,14,6,1
